JapneseName,EnglishName,TotalRating,NearstStation,FoodCategory,LunchRating,DinnerRating,ReviewCounts,Dishes,Service,Atmosphere,Cost performance,Drink
アルヴェアーレ,Alveare,3.81,Azabu Juban,Italian,3.81,-,44,3.84,3.80,3.81,3.91,3.97
一番町　てる也,Teruya,3.81,Kojimachi,Sushi,3.81,-,35,3.82,3.73,3.77,3.85,3.82
東家,Azumaya,3.81,Ginza,Kappo (Traditional Japanese),3.94,3.52,33,3.80,3.91,4.09,3.81,3.76
青華こばやし,Seikakobayashi,3.81,Akebonobashi,Kappo (Traditional Japanese),3.76,3.72,21,3.82,3.65,3.82,3.68,3.70
銀座 久兵衛 銀座本店,Ginzakyuubee,3.80,Shimbashi,Sushi,3.70,3.78,705,3.80,3.80,3.62,3.59,3.58
ルグドゥノム ブション リヨネ,Lugdunum Bouchon Lyonnais,3.80,Iidabashi,French,3.83,3.74,332,3.84,3.62,3.64,3.61,3.60
ラ・トリプレッタ,La TRIPLETTA,3.80,Musashi Koyama,Pizza,3.84,3.78,208,3.83,3.59,3.61,3.77,3.61
ロットチェント,L'ottocento,3.80,Kayabacho,Italian,3.99,3.59,204,3.84,3.75,3.63,3.64,3.70
餃子坊　豚八戒,Gyouzabouchohakkai,3.80,Asagaya,Dumplings,3.81,3.15,201,3.80,3.60,3.60,3.70,3.58
ナポリピッツァ Pizzeria la Rossa,Naporipittsupittsuriararossa,3.80,Musashi Koyama,Pizza,3.78,3.81,200,3.82,3.59,3.58,3.73,3.58
SOBA HOUSE 金色不如帰 新宿御苑本店,sobahausukonjikihototogisu,3.80,Shinjuku Gyoemma,Ramen,3.64,3.72,200,3.81,3.58,3.59,3.59,3.46
エミリア,EMILIA,3.80,Kokuritsu Kyogij,Italian,3.72,3.81,170,3.84,3.59,3.58,3.59,3.59
クチーナ ヒラタ,Kuchinahirata,3.80,Azabu Juban,Italian,3.82,3.56,170,3.78,3.84,3.65,3.60,3.66
なかがわ,Nakagawa,3.80,Tsukiji,Tempura,3.76,3.68,168,3.80,3.59,3.59,3.64,3.54
弁天山美家古寿司,Bentenyamamiyakozushi,3.80,Asakusa,Sushi,3.80,3.72,166,3.82,3.61,3.60,3.59,3.58
しんぽ,Shimpo,3.80,Nishi Ogikubo,Izakaya (Tavern),3.80,3.04,116,3.82,3.58,3.58,3.63,3.59
スタア・バー・ギンザ,STAR BAR GINZA,3.80,Ginza Itchome,Bar,3.80,3.06,115,3.60,3.59,3.69,3.53,3.80
mondo,Mondo,3.80,Jiyugaoka,Italian,3.68,3.84,102,3.80,3.77,3.75,3.61,3.69
琥珀宮,Kohakukyuu,3.80,Otemachi,Chinese,3.68,3.80,102,3.73,3.74,3.85,3.58,3.60
赤寶亭,Sekihotei,3.80,Gaiemmae,Kaiseki (Traditional Japanese),3.77,3.91,95,3.80,3.58,3.61,3.59,3.58
レストラン オカダ,OKADA,3.80,Hiro o,French,3.63,3.89,93,3.82,3.58,3.58,3.58,3.58
鮨 真,Sushishin,3.80,Hiro o,Sushi,3.77,3.64,87,3.81,3.58,3.70,3.55,3.58
ボン・ピナール,Bon Pinard,3.80,Hiro o,French,3.78,3.53,85,3.65,3.58,3.60,3.70,4.17
割烹 喜作,Kappoukisaku,3.80,Azabu Juban,Kaiseki (Traditional Japanese),3.83,3.52,78,3.77,3.66,3.65,3.53,3.59
トラットリア ダイ パエサーニ,TRATTORIA DAI PAESANI,3.80,Omokagebashi,Italian,3.97,3.58,77,3.72,3.65,3.59,3.59,3.61
焼鳥今井,Yakitoriimai,3.80,Gaiemmae,Yakitori (Grilled chicken),3.80,-,59,3.85,3.69,3.72,3.65,3.65
トレフ・ミヤモト,Torefumiyamoto,3.80,Roppongi,French,3.79,3.52,46,3.80,3.75,3.73,3.70,3.72
釜津田,kamatsuda,3.80,Azabu Juban,French,3.87,3.61,44,3.87,3.59,3.61,3.82,3.59
TAKAZAWA,TAKAZAWA,3.80,Akasaka,"Innovative cuisine, Fusion cuisine",3.80,-,40,3.80,3.74,3.86,3.51,3.58
Cot,Kotto,3.80,Hiro o,French,3.80,3.06,34,3.82,3.59,3.58,3.57,3.71
LOOP,LOOP,3.80,Takadanobaba,Dining bar,3.80,-,25,3.81,3.60,3.56,3.74,3.59
VIRON 渋谷店,Viron,3.79,Shinsen,Bread,3.70,3.81,921,3.80,3.58,3.60,3.52,3.54
五代目 野田岩 麻布飯倉本店,Godaime Nodaiwa,3.79,Akabanebashi,Unagi (Freshwater eel),3.73,3.88,534,3.89,3.64,3.77,3.59,3.58
シターラ 青山店,SITAARA,3.79,Omote Sando,India cuisine,3.95,3.65,344,3.82,3.64,3.73,3.61,3.59
中華そば べんてん,Chuukasobabenten,3.79,Chikatetsu Narim,Tsukemen,3.10,3.79,177,3.82,3.58,3.58,3.59,3.55
埼玉屋,Saitamaya,3.79,Higashi Jujo,Grilled pork,3.79,3.06,176,3.80,3.58,3.58,3.60,3.61
モノリス,MONOLITH,3.79,Shibuya,French,3.70,3.84,173,3.78,3.61,3.65,3.69,3.62
陽はまたのぼる,Hihamatanoboru,3.79,Ayase,Ramen,3.58,3.78,141,3.80,3.58,3.57,3.59,3.10
焼肉 うしみつ一門 目黒店,yakinikuushimitsuichimon,3.79,Meguro,Yakiniku (BBQ Beef),3.79,-,103,3.79,3.75,3.58,3.58,3.58
小笹,Kozasa,3.79,Shinsen,Sushi,3.79,-,81,3.80,3.64,3.59,3.69,3.58
ホルモン船　ホールちゃん,Horumonsenhoruchan,3.79,Higashi Shinjuku,Horumon (BBQ Offel),3.79,-,76,3.79,3.59,3.47,3.06,3.59
津の守坂 小柴,tsunokamizakakoshiba,3.79,Akebonobashi,Kaiseki (Traditional Japanese),3.75,3.63,23,3.79,3.59,3.59,3.79,3.59
手打うどん すみた,Teuchiudonsumita,3.78,Akabane Iwabuchi,Udon,3.71,3.76,610,3.78,3.58,3.58,3.59,3.59
龍天門,Ryuutemmon,3.78,Ebisu,Cantonese Cuisine,3.75,3.81,486,3.78,3.72,3.89,3.58,3.58
人形町今半 本店,Ningyouchouimahan,3.78,Ningyocho,Sukiyaki,3.75,3.71,477,3.80,3.80,3.74,3.58,3.58
もつ焼 まるい,motsuyakimarui,3.78,Oshiage,Grilled tripe,3.78,3.07,235,3.78,3.57,3.58,3.78,3.58
八雲,Yakumo,3.78,Ikejiri Ohashi,Ramen,3.59,3.75,216,3.79,3.58,3.59,3.59,3.08
かんだ光壽,Kandakouju,3.78,Kanda,Izakaya (Tavern),3.79,3.07,195,3.77,3.62,3.63,3.62,4.02
ベントエマーレ,Pizzeria Vento e Mare,3.78,Fudo Mae,Pizza,3.75,3.77,174,3.80,3.59,3.59,3.59,3.58
大衆料理　川治,Kawaji,3.78,Hamacho,Seafood,3.82,3.64,169,3.70,3.58,3.53,4.30,3.59
手打式超多加水麺 ののくら,teuchishikichoutakasuimennonokura,3.78,Kameari,Ramen,3.52,3.73,139,3.77,3.61,3.63,3.60,3.52
アジュール フォーティーファイブ,Azure 45,3.78,Roppongi,French,3.66,3.90,136,3.78,3.77,3.91,3.59,3.58
つくしのこ,Tsukushinoko,3.78,"Ikejiriohashi,",Izakaya (Tavern),3.78,-,136,3.69,3.61,3.74,3.93,3.96
ボンシュマン,Bonshuman,3.78,Yutenji,French,3.67,3.79,135,3.79,3.59,3.62,3.63,3.59
蘭奢待,Ranjatai,3.78,Jimbocho,Yakitori (Grilled chicken),3.80,3.30,128,3.80,3.59,3.58,3.65,3.60
シェ松尾・松濤レストラン,CHEZ MATSUO,3.78,Shinsen,French,3.74,3.64,119,3.80,3.82,3.94,3.58,3.70
ブルガズ アダ,BURGAZ ADA,3.78,Azabu Juban,Turkish dishes,3.78,-,110,3.79,3.77,3.79,3.60,3.60
レストラン アニス,Restaurant Anis,3.78,Hatsudai,French,3.80,3.77,72,3.79,3.59,3.59,3.60,3.60
ロッツォシチリア,ROZZO SICILIA,3.78,Shirokane Takana,Italian,3.78,-,71,3.72,3.84,3.59,3.63,3.68
S”ACCAPAU,S`accapau,3.78,Roppongi,Italian,3.78,-,64,3.66,3.74,4.12,3.65,3.66
ウィルビウス,Virbius,3.78,Mitaka,French,3.78,3.65,59,3.81,3.64,3.66,3.84,3.63
ヤナカ スギウラ,Yanakasugiura,3.78,Nippori,French,3.85,3.68,47,3.78,3.58,3.58,3.61,3.58
ルディック,Ludique,3.78,Asakusa,French,3.97,3.56,43,3.78,3.61,3.58,3.86,3.58
艪,KAI,3.78,Yoyogi Uehara,Sushi,3.78,-,42,3.78,3.61,3.65,3.61,3.59
食文化サロン 白金劉安,Shokubunkasaronshiroganeryuuan,3.78,Shirokanedai,medicinal foods,3.16,3.74,42,3.62,3.58,3.58,3.11,3.08
サリーヒルズ 代官山,Surry hills,3.78,Daikan yama,Italian,3.78,3.85,33,3.78,3.63,3.91,3.63,3.84
レストラン エクロール,RESTAURANT ECLORE,3.78,Tsukiji,French,3.58,3.96,30,3.78,3.61,3.60,3.61,3.58
ベンフィディック,Ben Fiddich,3.78,Shinjuku,Bar,3.78,-,26,3.66,3.63,3.74,3.61,3.79
五明 ｇｏｍｅｉ,Gomei,3.78,Ginza,Teppanyaki,3.77,3.52,22,3.77,3.76,3.84,3.59,3.71
京橋もと ,kyoubashimoto,3.78,Takaracho,Kappo (Traditional Japanese),3.78,-,19,3.77,3.77,3.72,3.68,3.84
アーンドラ・ダイニング 銀座,Andhra Dining GINZA,3.77,Ginza Itchome,India cuisine,4.07,3.63,508,3.78,3.63,3.60,3.63,3.58
宇ち多゛,Uchida,3.77,Keisei Tateishi,Grilled tripe,3.65,3.78,459,3.72,3.58,3.64,3.98,3.58
正泰苑 芝大門店,Shoutaien,3.77,Daimon,Yakiniku (BBQ Beef),3.76,3.58,390,3.78,3.58,3.58,3.65,3.53
とんかつ檍 大門店,tonkatsuaoki,3.77,Daimon,Tonkatsu (Pork cutlet),3.63,3.82,363,3.81,3.58,3.58,3.62,3.24
モナリザ 恵比寿店,MONNA LISA,3.77,Ebisu,French,3.67,3.69,339,3.74,3.66,3.61,3.60,3.61
レストラン・サカキ,RESTAURANT SAKAKI,3.77,Takaracho,French,3.96,3.68,335,3.73,3.58,3.59,3.99,3.60
筑紫樓 銀座店,Tsukushiro,3.77,Ginza,Chinese,3.79,3.63,319,3.79,3.60,3.84,3.58,3.58
シバカリーワラ,shiva curry wara,3.77,Sangen Jaya,Indian curry,3.70,3.75,257,3.78,3.58,3.58,3.60,3.58
ルカンケ,REQUINQUER,3.77,Shirokanedai,French,3.91,3.66,244,3.76,3.61,3.60,4.04,3.62
手打ちそば 菊谷 巣鴨本店,Teuchisobakikutani,3.77,Koshinzuka,Soba,3.72,3.70,186,3.80,3.59,3.58,3.61,3.61
スパイスボックス,Spice Box,3.77,Ogawamachi,India cuisine,3.78,3.68,181,3.80,3.58,3.59,3.58,3.58
喜寿司,Kizushi,3.77,Ningyocho,Sushi,3.77,3.71,162,3.75,3.72,3.91,3.59,3.58
はすの里 新御徒町本店,hasunosato,3.77,Shin Okachimachi,Thailand cooking,3.85,3.59,140,3.71,3.59,3.58,3.59,3.56
家全七福酒家 SEVENTH SON RESTAURANT 丸ビル店,Fukurimmon,3.77,Nijubashimae,Cantonese Cuisine,3.58,3.87,128,3.73,3.61,3.76,3.57,3.56
蕎亭 大黒屋,Kyouteidaikokuya,3.77,Asakusa,Soba,3.73,3.60,105,3.78,3.59,3.59,3.58,3.58
韓灯,Handung,3.77,Tsukishima,Yakiniku (BBQ Beef),3.77,-,96,3.77,3.60,3.59,3.58,3.58
タツミ,tatsumi,3.77,Naka Meguro,French,3.78,3.07,92,3.75,3.59,3.58,3.59,3.63
BENJAMIN STEAKHOUSE ROPPONGI,BENJAMIN STEAKHOUSE ROPPONGI,3.77,Roppongi,Steak,3.78,3.32,89,3.78,3.76,3.79,3.58,3.63
和食 おの寺,Washokuonodera,3.77,Iidabashi,Kappo (Traditional Japanese),3.77,-,76,3.75,3.67,3.68,3.69,3.65
あめこや,AMECOYA,3.77,Gotokuji,Soba,3.67,3.65,70,3.78,3.64,3.60,3.60,3.58
鳥はな  ,Torihana,3.77,Shinjuku Sanchom,Yakitori (Grilled chicken),3.77,-,68,3.79,3.51,3.51,3.59,3.55
クオーレアズーロ,Kuoreazuro,3.77,Naka Meguro,Italian,3.78,3.32,66,3.77,3.58,3.58,3.68,3.58
鮨 青海,sushioumi,3.77,Shinjuku Nishigu,Sushi,3.77,-,62,3.77,3.58,3.58,3.62,3.58
吉祥寺 三うら,Kichijoujimiura,3.77,Kichijoji,Kappo (Traditional Japanese),3.78,3.54,46,3.78,3.65,3.60,3.79,3.60
鮨松波,Sushimatsunami,3.77,Asakusa,Sushi,3.77,3.24,42,3.77,3.78,3.79,3.71,3.63
シャルキュ,CHARCUT,3.77,Toranomon,Bistro,3.70,3.47,32,3.75,3.61,3.58,3.69,3.58
茶寮 宮坂,Saryoumiyasaka,3.77,Roppongi,Kaiseki (Traditional Japanese),3.76,3.56,25,3.77,3.67,3.84,3.80,3.69
Ne Plus Ultra 銀座,nepurasuurutora,3.77,Uchisaiwaicho,Bar,3.77,-,23,3.61,3.76,3.87,3.60,3.78
田中商店 本店,Tanakashouten,3.76,Rokucho,Ramen,3.76,3.23,594,3.76,3.59,3.59,3.59,3.08
アステリスク,ASTERISQUE,3.76,Yoyogi Uehara,Cake,3.55,3.73,311,3.75,3.61,3.61,3.58,3.59
トラットリア シチリアーナ・ドンチッチョ,Don Ciccio,3.76,Shibuya,Italian,3.76,-,306,3.78,3.70,3.66,3.58,3.60
らぁめん小池,Ramenkoike,3.76,Kami Kitazawa,Ramen,3.65,3.71,274,3.78,3.60,3.59,3.61,3.22
神田 雲林,Kandayunrin,3.76,Awajicho,Shanghai Cuisine,3.87,3.62,229,3.74,3.59,3.59,3.62,3.60
ぎんざ 一二岐,Ginza Ibuki,3.76,Shintomicho,Kaiseki (Traditional Japanese),3.91,3.65,224,3.78,3.66,3.62,3.68,3.68
レストラン　ヒロミチ,Resutoranhiromichi,3.76,Ebisu,French,3.64,3.84,199,3.77,3.65,3.71,3.62,3.59
ラ・マティエール,La Matiere,3.76,Kagurazaka,French,3.77,3.70,192,3.76,3.59,3.61,3.76,3.58
ル サロン ジャック・ボリー,LE SALON JACQUES BORIE,3.76,Shinjuku Sanchom,French,3.62,3.75,172,3.77,3.65,3.66,3.59,3.62
ラ･スコリエーラ,La scogliera,3.76,Akasaka,Italian,4.07,3.61,164,3.69,3.69,3.65,3.63,3.60
MENSHO,MENSHO,3.76,Gokokuji,Ramen,3.70,3.66,156,3.75,3.60,3.65,3.58,3.56
三輪亭,Miwatei,3.76,Gotokuji,Italian,3.58,3.72,119,3.78,3.61,3.58,3.85,3.61
金田中 庵,Kanetanakaan,3.76,Ginza,Kappo (Traditional Japanese),3.66,3.72,104,3.78,3.59,3.58,3.58,3.60
のどぐろ専門 銀座 中俣,nodogurosemmonginzanakamata,3.76,Higashi Ginza,Izakaya (Tavern),3.75,3.54,101,3.76,3.61,3.57,3.58,3.58
潮州,Choushuu,3.76,Ogikubo,Cantonese Cuisine,3.77,3.41,97,3.78,3.63,3.60,3.63,3.60
麺屋 瑞風,menyamizukaze,3.76,Tanashi,Ramen,3.58,3.73,89,3.76,3.58,3.58,3.60,3.13
紫仙庵,Senan,3.76,Musashi Koyama,Soba,3.76,3.62,77,3.76,3.30,3.81,3.57,3.66
大塚　みや穂,Ootsukamiyaho,3.76,Otsuka,Seafood,3.76,3.27,76,3.73,3.59,3.58,3.58,3.70
天雅,TEN-MASA,3.76,Naka Meguro,Kaiseki (Traditional Japanese),3.76,-,43,3.77,3.70,3.73,3.57,3.61
鮨 てる,Sushiteru,3.76,Yotsuya Sanchome,Sushi,3.76,-,40,3.76,3.70,3.70,3.63,3.58
寿修,Jushuu,3.76,Nogizaka,Kappo (Traditional Japanese),3.76,-,40,3.76,3.61,3.62,3.84,3.60
日本橋OIKAWA,OIKAWA,3.76,Nihombashi,Kaiseki (Traditional Japanese),3.73,3.61,28,3.76,3.65,3.59,3.63,3.72
久丹,Kutan,3.76,Shintomicho,Kaiseki (Traditional Japanese),3.75,3.52,15,3.76,3.69,3.71,3.59,3.60
神楽坂 阿部,kagurazakaabe,3.76,Ushigome Kaguraz,Kaiseki (Traditional Japanese),3.72,3.64,15,3.75,3.72,3.69,3.74,3.63
はつね,Hatsune,3.75,Nishi Ogikubo,Ramen,3.22,3.75,525,3.78,3.58,3.59,3.58,3.02
ラ・ピッコラ・ターヴォラ,La Piccola Tavola,3.75,Eifukucho,Pizza,3.64,3.84,517,3.72,3.59,3.58,3.58,3.58
あげづき,Ageduki,3.75,Iidabashi,Tonkatsu (Pork cutlet),3.82,3.75,464,3.76,3.58,3.58,3.59,3.58
煮干しつけ麺 宮元,niboshitsukememmiyamoto,3.75,Kamata,Tsukemen,3.68,3.82,420,3.78,3.60,3.59,3.59,3.30
インド料理 想いの木,indoryouriomoinoki,3.75,Ushigome Kaguraz,India cuisine,3.81,3.66,374,3.72,3.64,3.70,3.58,3.59
まちのパーラー,Machinopara,3.75,Kotake Mukaihara,Bread,3.51,3.75,348,3.73,3.58,3.60,3.58,3.58
とんかつ 万平,Tonkatsumampei,3.75,Awajicho,Tonkatsu (Pork cutlet),3.73,3.78,341,3.79,3.58,3.58,3.58,3.49
スーツァン・レストラン陳 渋谷店,Sutsunresutoranchin,3.75,Shibuya,Sichuan Cuisine,3.97,3.64,337,3.76,3.78,3.68,3.59,3.59
アトリエコータ,ATELIER KOHTA,3.75,Kagurazaka,Cake,3.50,3.75,302,3.76,3.61,3.59,3.59,3.58
虎穴,Fushue,3.75,Bakuroyokoyama,Chinese,4.00,3.63,289,3.77,3.55,3.58,3.59,3.58
とんかつひなた,Tonkatsuhinata,3.75,Takadanobaba,Tonkatsu (Pork cutlet),3.92,3.60,259,3.70,3.60,3.59,3.62,3.58
ダルマット 西麻布本店,DAL-MATTO,3.75,Roppongi,Italian,3.74,3.43,256,3.74,3.66,3.59,3.72,3.59
賛否両論,Sampiryouron,3.75,Hiro o,Kappo (Traditional Japanese),3.76,3.06,242,3.73,3.61,3.65,3.73,3.58
ジェラテリア アクオリーナ,GELATERIA ACQUOLINA,3.75,Yutenji,Ice cream,3.79,3.75,201,3.78,3.59,3.59,3.59,3.70
洋食 三浦亭,Miuratei,3.75,Musashi Seki,Western Cuisine,3.58,3.71,183,3.78,3.59,3.59,3.62,3.51
神泉いちのや,shinsenichinoya,3.75,Shinsen,Unagi (Freshwater eel),3.73,3.65,182,3.81,3.61,3.61,3.58,3.58
焼肉くにもと 本店,Yakinikukunimoto,3.75,Hamamatsucho,Yakiniku (BBQ Beef),3.75,3.06,178,3.77,3.58,3.56,3.54,3.44
金田,Kaneda,3.75,Jiyugaoka,Izakaya (Tavern),3.75,3.02,161,3.74,3.58,3.64,3.58,3.56
懐食みちば,Kaishokumichiba,3.75,Ginza,Kaiseki (Traditional Japanese),3.71,3.68,161,3.77,3.61,3.58,3.58,3.58
和創作 太,Wasousakuta,3.75,Meguro,Kaiseki (Traditional Japanese),3.75,-,160,3.75,3.61,3.58,3.84,3.59
とんかつかっぽう かつぜん,Tonkatsukappoukatsuzen,3.75,Ginza,Tonkatsu (Pork cutlet),3.63,3.86,141,3.77,3.66,3.66,3.58,3.58
鳥てる,Toriteru,3.75,Shinagawa,Yakitori (Grilled chicken),3.77,3.07,139,3.73,3.58,3.55,4.03,3.58
安斎,Anzai,3.75,Ogikubo,Unagi (Freshwater eel),3.63,3.80,122,3.75,3.61,3.58,3.73,3.54
またぎ,Matagi,3.75,Roppongi,Robatayaki,3.75,-,109,3.77,3.58,3.59,3.58,3.58
すき焼割烹 日山,sukiyakikappouhiyama,3.75,Ningyocho,Sukiyaki,3.70,3.61,96,3.73,3.60,3.74,3.58,3.55
モダンフレンチ 「コラージュ」 コンラッド東京,Collage,3.75,Shiodome,Modern French,3.61,3.72,79,3.70,3.75,3.77,3.58,3.58
蜀郷香,Shuushanshan,3.75,Yotsuya Sanchome,Sichuan Cuisine,3.70,3.53,72,3.73,3.58,3.58,3.58,3.56
BAR オーパ 門前仲町店,Opa,3.75,Monzen Nakacho,Bar,3.75,-,72,3.82,3.72,3.58,3.61,3.70
ロッシ,Rossi,3.75,Kojimachi,Italian,3.98,3.57,61,3.72,3.58,3.58,3.64,3.73
ラ・バイア ,rabaia,3.75,Takaracho,Italian,3.95,3.58,60,3.80,3.58,3.58,3.68,3.61
花のれん 花楽,hananorenkagura,3.75,Akasaka,Kaiseki (Traditional Japanese),3.63,3.82,57,3.82,3.65,3.86,3.73,4.02
ラルテ沢藤,LARTE SAWAFUJI,3.75,Gaiemmae,Italian,3.64,3.90,48,3.75,3.65,3.61,3.73,3.61
レストラン シャルム,Restaurant Charme,3.75,Minami Shinjuku,French,3.78,3.72,46,3.75,3.63,3.59,3.73,3.60
鳴神,Narukami,3.75,Gaiemmae,"Innovative cuisine, Fusion cuisine",3.69,3.57,38,3.75,3.61,3.71,3.67,3.72
春草,Shunsou,3.75,Komazawa Daigaku,Japanese food (other),3.74,3.55,38,3.75,3.65,3.58,3.71,3.58
オルランド,Orlando,3.75,Shinsen,Bar,3.75,-,35,3.76,3.58,3.58,3.58,3.58
レストラン ピウ,resutorampiu,3.75,Higashi Ginza,Italian,3.61,3.92,33,3.75,3.60,3.59,3.63,3.61
栄寿司,Sakaezushi,3.75,Asakusa,Sushi,3.75,-,28,3.74,3.74,3.59,3.73,3.57
荒木町たつや,Arakichoutatsuya,3.75,Yotsuya Sanchome,Kappo (Traditional Japanese),3.75,-,19,3.58,3.89,3.66,3.97,3.70
O2,o-tsu-,3.75,Kiyosumi Shiraka,Chinese,3.75,-,16,3.75,3.58,3.70,3.74,3.58
Bar 耳塚,Bamimiduka,3.75,Ginza,Bar,3.75,-,15,3.58,3.63,3.58,3.58,3.71
ラス,L'AS,3.74,Omote Sando,French,3.71,3.70,339,3.75,3.61,3.62,3.94,3.73
燦燦斗,Sansanto,3.74,Higashi Jujo,Ramen,3.73,3.56,291,3.75,3.58,3.58,3.59,3.11
オテル・ドゥ・ミクニ,HOTEL DE MIKUNI,3.74,Yotsuya,French,3.73,3.64,257,3.74,3.70,3.68,3.58,3.59
分とく山,Waketokuyama,3.74,Hiro o,Kaiseki (Traditional Japanese),3.74,3.10,194,3.74,3.74,3.72,3.55,3.58
吾妻橋 やぶそば,Adumabashiyabusoba,3.74,Asakusa,Soba,3.01,3.74,191,3.75,3.59,3.59,3.61,3.58
オーボンヴュータン 尾山台店,Obonvutan,3.74,Oyamadai,Cake,3.50,3.72,181,3.78,3.59,3.69,3.61,3.59
旧ヤム邸 シモキタ荘,Kyuuyamuteishimokitasou,3.74,Shimo Kitazawa,Curry (other),3.65,3.68,172,3.75,3.59,3.60,3.59,3.47
北山珈琲店,Kitayamakohiten,3.74,Iriya,Coffee shoppe,3.53,3.72,166,3.72,3.58,3.58,3.58,3.72
焼肉 うしみつ 恵比寿本店,Yakinikuushimitsu,3.74,Ebisu,Yakiniku (BBQ Beef),3.74,-,114,3.73,3.61,3.58,3.56,3.57
Radio,Rajio,3.74,Omote Sando,Bar,3.74,3.03,92,3.58,3.61,3.69,3.58,3.76
そばきり すずき,Sobakirisuzuki,3.74,Hoya,Soba,3.41,3.72,83,3.74,3.59,3.67,3.74,3.58
ドミニク・ブシェ トーキョー,Dominikubushetokyo,3.74,Ginza Itchome,French,3.66,3.71,49,3.74,3.71,3.76,3.59,3.67
與兵衛,Yohei,3.74,Nishi Ojima,Sushi,3.74,-,47,3.74,3.61,3.58,3.64,3.58
鯛良 白金店,Taira,3.74,Shirokanedai,Sushi,3.72,3.57,45,3.74,3.72,3.73,3.69,3.68
テストキッチンエイチ,TEST KITCHEN H,3.74,Omote Sando,Italian,3.74,-,38,3.70,3.59,3.77,3.59,3.58
きざ㐂,Kizaki,3.74,Akasaka Mitsuke,Sushi,3.68,3.70,31,3.73,3.71,3.71,3.74,3.68
焼鳥 茜,yakitoriakane,3.74,Kagurazaka,Yakitori (Grilled chicken),3.74,-,26,3.74,3.77,3.61,3.59,3.62
レストラン ナンペイダイ,RESTAURANT NANPEIDAI,3.74,Shinsen,"Innovative cuisine, Fusion cuisine",3.74,-,23,3.73,3.64,3.74,3.67,3.62
ひみつ堂,Himitsudou,3.73,Sendagi,Shaved ice (snow cone),3.55,3.74,620,3.77,3.58,3.58,3.58,3.55
ニルワナム 神谷町店,Nirvanam,3.73,Kamiyacho,India cuisine,3.75,3.63,546,3.75,3.58,3.58,3.61,3.58
群林堂,Gunrindou,3.73,Gokokuji,Japanese sweets,3.09,3.73,514,3.75,3.57,3.55,3.61,3.02
マッシモッタヴィオ,MASSIMOTTAVIO,3.73,Eifukucho,Pizza,3.71,3.75,319,3.72,3.58,3.59,3.59,3.58
麺尊 RAGE,Mensonreiji,3.73,Nishi Ogikubo,Ramen,3.62,3.77,301,3.75,3.59,3.59,3.59,3.60
モナリザ 丸の内店,MONNA LISA,3.73,Nijubashimae,French,3.63,3.70,287,3.70,3.72,3.79,3.66,3.60
秋元屋,Akimotoya,3.73,Nogata,Izakaya (Tavern),3.73,3.06,255,3.73,3.58,3.59,3.71,3.58
グリル グランド,grill GRAND,3.73,Asakusa,Western Cuisine,3.73,3.60,226,3.75,3.58,3.58,3.58,3.29
トスカネリア,toscaneria,3.73,Ebisu,Italian,3.75,3.77,114,3.74,3.60,3.67,3.59,3.64
きくち,Kikuchi,3.73,Yushima,Fugu (Blowfish),3.71,3.51,102,3.67,3.63,3.58,4.02,3.58
志づ香,Shiduka,3.73,Monzen Nakacho,Kappo (Traditional Japanese),3.73,-,96,3.73,3.58,3.58,3.60,3.56
浅草マノス,Asakusamanosu,3.73,Asakusa,Russian,3.71,3.62,96,3.75,3.59,3.58,3.59,3.51
鮨 つきうだ,Sushitsukiuda,3.73,Ikejiri Ohashi,Sushi,3.76,3.58,84,3.75,3.60,3.61,3.59,3.58
手繰りや 玄治,Taguriyagenji,3.73,Kumegawa,Soba,3.58,3.75,83,3.70,3.57,3.58,3.70,3.58
やしま,Yashima,3.73,Shin Okachimachi,Unagi (Freshwater eel),3.71,3.70,76,3.73,3.58,3.58,3.59,3.56
リトル スミス,LITTLE SMITH,3.73,Ginza,Bar,3.73,-,74,3.61,3.67,3.61,3.58,3.68
ビンゴ,Bingo,3.73,Hiro o,Italian,3.73,-,74,3.72,3.65,3.58,3.64,3.60
すし匠 まさ,Sushishoumasa,3.73,Roppongi,Sushi,3.73,-,73,3.73,3.68,3.63,3.64,3.59
LOVAT,LOVAT,3.73,Ebisu,Italian,3.73,3.05,67,3.75,3.62,3.62,3.60,3.68
春秋,Shunjuu,3.73,Hiro o,Shanghai Cuisine,3.73,-,54,3.73,3.62,3.59,3.56,3.59
ヴィーノ・デッラ・パーチェ,VINO DELLA PACE,3.73,Hiro o,Italian,3.73,-,54,3.74,3.73,3.58,3.62,3.76
鮨 なかがわ,Sushinakagawa,3.73,Kinshicho,Sushi,3.73,-,52,3.76,3.66,3.59,3.77,3.58
立場割烹 SSAW,Tachibakappouesuesuedaburyu,3.73,Akasaka Mitsuke,Kappo (Traditional Japanese),3.54,3.76,47,3.71,3.59,3.59,3.79,3.53
かず味家,Kazumiya,3.73,Yushima,Kappo (Traditional Japanese),3.73,-,43,3.66,3.59,3.59,4.03,3.60
鮨 まるふく,sushimarufuku,3.73,Nishi Ogikubo,Sushi,3.73,-,42,3.80,3.58,3.62,3.68,3.61
和しょく　えびはら,Washokuebihara,3.73,Ushigome Kaguraz,Kappo (Traditional Japanese),3.71,3.56,36,3.73,3.66,3.58,3.68,3.57
hugo,yu-go,3.73,Toritsu Daigaku,Bistro,3.63,3.79,31,3.76,3.60,3.63,3.63,3.58
